,input,choice,label,demographic,year
8931,Trust: People of another nationality (B),trust completely,1970,female,2017
8932,Trust: People of another nationality (B),trust somewhat,9556,female,2017
8933,Trust: People of another nationality (B),do not trust very much,4723,female,2017
8934,Trust: People of another nationality (B),do not trust at all,2188,female,2017
8935,Trust: People of another nationality (B),trust completely,1537,male,2018
8936,Trust: People of another nationality (B),trust somewhat,10338,male,2018
8937,Trust: People of another nationality (B),do not trust very much,10419,male,2018
8938,Trust: People of another nationality (B),do not trust at all,6305,male,2018
8939,Trust: People of another nationality (B),trust completely,1757,female,2018
8940,Trust: People of another nationality (B),trust somewhat,11834,female,2018
8941,Trust: People of another nationality (B),do not trust very much,11866,female,2018
8942,Trust: People of another nationality (B),do not trust at all,7715,female,2018
8943,Trust: People of another nationality (B),trust completely,184,male,2019
8944,Trust: People of another nationality (B),trust somewhat,1792,male,2019
8945,Trust: People of another nationality (B),do not trust very much,2061,male,2019
8946,Trust: People of another nationality (B),do not trust at all,723,male,2019
8947,Trust: People of another nationality (B),trust completely,168,female,2019
8948,Trust: People of another nationality (B),trust somewhat,1915,female,2019
8949,Trust: People of another nationality (B),do not trust very much,2339,female,2019
8950,Trust: People of another nationality (B),do not trust at all,888,female,2019
8951,Trust: People of another nationality (B),trust completely,643,male,2020
8952,Trust: People of another nationality (B),trust somewhat,4529,male,2020
8953,Trust: People of another nationality (B),do not trust very much,3326,male,2020
8954,Trust: People of another nationality (B),do not trust at all,2395,male,2020
8955,Trust: People of another nationality (B),trust completely,668,female,2020
8956,Trust: People of another nationality (B),trust somewhat,4810,female,2020
8957,Trust: People of another nationality (B),do not trust very much,3868,female,2020
8958,Trust: People of another nationality (B),do not trust at all,2930,female,2020
8959,Trust: People of another nationality (B),trust completely,101,male,2021
8960,Trust: People of another nationality (B),trust somewhat,1009,male,2021
8961,Trust: People of another nationality (B),do not trust very much,1225,male,2021
8962,Trust: People of another nationality (B),do not trust at all,738,male,2021
8963,Trust: People of another nationality (B),trust completely,127,female,2021
8964,Trust: People of another nationality (B),trust somewhat,1275,female,2021
8965,Trust: People of another nationality (B),do not trust very much,1446,female,2021
8966,Trust: People of another nationality (B),do not trust at all,1100,female,2021
8967,Trust: People of another nationality (B),trust completely,146,male,2022
8968,Trust: People of another nationality (B),trust somewhat,732,male,2022
8969,Trust: People of another nationality (B),do not trust very much,328,male,2022
8970,Trust: People of another nationality (B),do not trust at all,225,male,2022
8971,Trust: People of another nationality (B),trust completely,200,female,2022
8972,Trust: People of another nationality (B),trust somewhat,725,female,2022
8973,Trust: People of another nationality (B),do not trust very much,285,female,2022
8974,Trust: People of another nationality (B),do not trust at all,260,female,2022
8975,Important in life: Religion,Very important,2954,male,2017
8976,Important in life: Religion,Rather important,3917,male,2017
8977,Important in life: Religion,Not Very Important,5269,male,2017
8978,Important in life: Religion,Not at All Important,4508,male,2017
8979,Important in life: Religion,Very important,4456,female,2017
8980,Important in life: Religion,Rather important,5465,female,2017
8981,Important in life: Religion,Not Very Important,5897,female,2017
8982,Important in life: Religion,Not at All Important,3613,female,2017
8983,Important in life: Religion,Very important,12139,male,2018
8984,Important in life: Religion,Rather important,7109,male,2018
8985,Important in life: Religion,Not Very Important,6194,male,2018
8986,Important in life: Religion,Not at All Important,4397,male,2018
8987,Important in life: Religion,Very important,15209,female,2018
8988,Important in life: Religion,Rather important,9009,female,2018
8989,Important in life: Religion,Not Very Important,6754,female,2018
8990,Important in life: Religion,Not at All Important,3884,female,2018
8991,Important in life: Religion,Very important,2157,male,2019
8992,Important in life: Religion,Rather important,1279,male,2019
8993,Important in life: Religion,Not Very Important,990,male,2019
8994,Important in life: Religion,Not at All Important,568,male,2019
8995,Important in life: Religion,Very important,2608,female,2019
8996,Important in life: Religion,Rather important,1375,female,2019
8997,Important in life: Religion,Not Very Important,1041,female,2019
8998,Important in life: Religion,Not at All Important,624,female,2019
8999,Important in life: Religion,Very important,4351,male,2020
9000,Important in life: Religion,Rather important,2670,male,2020
9001,Important in life: Religion,Not Very Important,2185,male,2020
9002,Important in life: Religion,Not at All Important,1879,male,2020
9003,Important in life: Religion,Very important,5275,female,2020
9004,Important in life: Religion,Rather important,3387,female,2020
9005,Important in life: Religion,Not Very Important,2331,female,2020
9006,Important in life: Religion,Not at All Important,1663,female,2020
9007,Important in life: Religion,Very important,2007,male,2021
9008,Important in life: Religion,Rather important,518,male,2021
9009,Important in life: Religion,Not Very Important,365,male,2021
9010,Important in life: Religion,Not at All Important,248,male,2021
9011,Important in life: Religion,Very important,2613,female,2021
9012,Important in life: Religion,Rather important,777,female,2021
9013,Important in life: Religion,Not Very Important,435,female,2021
9014,Important in life: Religion,Not at All Important,244,female,2021
9015,Important in life: Religion,Very important,695,male,2022
9016,Important in life: Religion,Rather important,118,male,2022
9017,Important in life: Religion,Not Very Important,243,male,2022
9018,Important in life: Religion,Not at All Important,485,male,2022
9019,Important in life: Religion,Very important,691,female,2022
9020,Important in life: Religion,Rather important,141,female,2022
9021,Important in life: Religion,Not Very Important,269,female,2022
9022,Important in life: Religion,Not at All Important,525,female,2022
9023,Future changes: less importance placed on work,good,5802,male,2017
9024,Future changes: less importance placed on work,don't mind ,3012,male,2017
9025,Future changes: less importance placed on work,bad,7340,male,2017
9026,Future changes: less importance placed on work,good,6715,female,2017
9027,Future changes: less importance placed on work,don't mind ,3219,female,2017
9028,Future changes: less importance placed on work,bad,8625,female,2017
9029,Future changes: less importance placed on work,good,9069,male,2018
9030,Future changes: less importance placed on work,don't mind ,5410,male,2018
9031,Future changes: less importance placed on work,bad,14830,male,2018
9032,Future changes: less importance placed on work,good,10329,female,2018
9033,Future changes: less importance placed on work,don't mind ,6055,female,2018
9034,Future changes: less importance placed on work,bad,17546,female,2018
9035,Future changes: less importance placed on work,good,1579,male,2019
9036,Future changes: less importance placed on work,don't mind ,914,male,2019
9037,Future changes: less importance placed on work,bad,2406,male,2019
9038,Future changes: less importance placed on work,good,1622,female,2019
9039,Future changes: less importance placed on work,don't mind ,1093,female,2019
9040,Future changes: less importance placed on work,bad,2839,female,2019
9041,Future changes: less importance placed on work,good,3296,male,2020
9042,Future changes: less importance placed on work,don't mind ,2650,male,2020
9043,Future changes: less importance placed on work,bad,5056,male,2020
9044,Future changes: less importance placed on work,good,4072,female,2020
9045,Future changes: less importance placed on work,don't mind ,2676,female,2020
9046,Future changes: less importance placed on work,bad,5715,female,2020
9047,Future changes: less importance placed on work,good,786,male,2021
9048,Future changes: less importance placed on work,don't mind ,383,male,2021
9049,Future changes: less importance placed on work,bad,1912,male,2021
9050,Future changes: less importance placed on work,good,950,female,2021
9051,Future changes: less importance placed on work,don't mind ,494,female,2021
9052,Future changes: less importance placed on work,bad,2537,female,2021
9053,Future changes: less importance placed on work,good,406,male,2022
9054,Future changes: less importance placed on work,don't mind ,324,male,2022
9055,Future changes: less importance placed on work,bad,718,male,2022
9056,Future changes: less importance placed on work,good,498,female,2022
9057,Future changes: less importance placed on work,don't mind ,348,female,2022
9058,Future changes: less importance placed on work,bad,637,female,2022
9059,It is childs duty to take care of ill parent,Strongly agree,2723,male,2017
9060,It is childs duty to take care of ill parent,Agree,6070,male,2017
9061,It is childs duty to take care of ill parent,Neither agree nor disagree,3665,male,2017
9062,It is childs duty to take care of ill parent,Disagree,3288,male,2017
9063,It is childs duty to take care of ill parent,Strongly Disagree,936,male,2017
9064,It is childs duty to take care of ill parent,Strongly agree,3424,female,2017
9065,It is childs duty to take care of ill parent,Agree,6524,female,2017
9066,It is childs duty to take care of ill parent,Neither agree nor disagree,4196,female,2017
9067,It is childs duty to take care of ill parent,Disagree,3994,female,2017
9068,It is childs duty to take care of ill parent,Strongly Disagree,1325,female,2017
9069,It is childs duty to take care of ill parent,Strongly agree,11088,male,2018
9070,It is childs duty to take care of ill parent,Agree,11816,male,2018
9071,It is childs duty to take care of ill parent,Neither agree nor disagree,3762,male,2018
9072,It is childs duty to take care of ill parent,Disagree,2411,male,2018
9073,It is childs duty to take care of ill parent,Strongly Disagree,741,male,2018
9074,It is childs duty to take care of ill parent,Strongly agree,12142,female,2018
9075,It is childs duty to take care of ill parent,Agree,13554,female,2018
9076,It is childs duty to take care of ill parent,Neither agree nor disagree,4655,female,2018
9077,It is childs duty to take care of ill parent,Disagree,3310,female,2018
9078,It is childs duty to take care of ill parent,Strongly Disagree,1160,female,2018
